words,label
tenebroso,0
juntaram,0
gradativo,0
seriamente,1
confronto,1
enebriante,0
bisbilhoteiro,0
medidores,1
epitomar,0
singularmente,0
devastação,0
coerentemente,0
remanescente,0
enfraquecer,0
advento,0
confiáveis,1
vestígio,0
trenamento,0
incêndio,0
ação,0
descobrir,0
manter,0
nuviosa,0
remembrar,0
toque,0
diversos,0
palestras,1
enfeixar,0
consenso,1
travas,0
individualidade,0
apoucamento,0
quiçá,0
envaidecer,0
desassossego,0
vilãs,1
espelhar,0
notoriamente,0
espalhamento,0
alistar,0
vinda,0
improvisados,0
sentir,0
ampliando,0
enredar,0
proveitoso,0
idêntico,0
depressiva,0
elaboraram,0
cataclismo,0
manufatura,0
liderou,0
anelação,0
altear,0
mobilidade,0
traçado,1
impacto,0
sublime,0
guloseima,0
estreitamento,1
abnóxio,0
impulsionar,0
picuá,0
identidade,0
penoso,0
popularizaram,1
semelhança,0
manifestar,0
temidos,1
astronômico,1
cinturão,1
obsessão,0
sincronizar,0
morosamente,0
dinâmico,0
centralização,0
infindo,0
desmoronamento,0
retirar,0
passagem,0
continuamente,1
recorreu,1
cotidiano,0
convencionou,1
patrióticas,1
comungante,0
duramente,0
claramente,0
imprecisamente,0
popularmente,0
distanciar,0
denotar,0
remessa,0
aparecimento,0
tornou,0
influente,0
literalmente,1
afear,0
conspirar,0
renovação,0
efetivamente,0
inqueitação,0
requerer,0
aspecto,0
alienígena,0
operação,0
artimanha,0
originar,0
observar,0
constatou,1
largo,0
regular,0
liberdade,0
estreitamente,0
pino,0
comportamento,0
base,0
afim,0
ligamento,0
fulgurante,0
alastrar,0
publicação,0
conjuntura,0
destacar,0
baseia,1
hábil,1
lotar,0
sessão,0
soberbo,0
amenizar,1
contenda,0
excedente,0
sublinhar,0
venerável,0
textura,0
abominável,0
costumário,0
detalhar,0
tremeluzente,0
verificação,0
prova,0
dos,0
esconjuro,0
modificar,0
seguir,0
escassez,1
turnê,0
aferrolhar,0
expor,0
originalmente,0
pico,0
cruel,0
buraco,0
lamentavelmente,0
esparzir,0
artefatos,1
rijo,0
textura,1
dissertar,0
aceitável,0
ímpar,0
tinta,0
dispersar,0
resguardo,0
elaboração,0
panha,0
rigidez,1
aliança,0
desvalido,0
referir,0
abarcar,0
significante,0
acessório,0
rebuçado,0
estabilizar,1
superficialmente,0
entretimento,0
garanto,0
contaminar,0
acidentalmente,1
chegar,0
fundar,0
arremedo,0
santimônia,0
fastígio,0
abrasado,0
convulsões,1
pescar,0
firmeza,0
versar,0
folgança,0
gicantesco,0
embaraçosas,1
desarrimo,0
símile,0
desperdício,0
exibe,0
desenhos,0
ralo,0
pega,0
incluir,0
citamos,0
desgraçadamente,0
grau,0
grupo,0
desconsiderado,0
teso,0
ressuscitar,0
enobrecer,0
trato,0
parecida,0
motivar,0
tática,0
hitlerista,0
apoio,0
igrejinha,0
maneira,0
ruína,0
sinal,0
imitações,0
numeroso,0
transam,1
percurso,0
apreensão,0
espontâneo,0
graça,0
obra,0
amálgama,0
cálculo,0
deprotegida,0
levemente,0
malcontente,0
circunspecção,0
dizem,0
antagônico,0
fusão,1
necessitar,0
registrou,0
deduzir,1
arranjo,0
continuidade,0
emocionais,0
palavra,0
encarrilhado,0
devagar,0
usualmente,0
formulação,0
localização,0
inusual,0
magnífico,0
empresa,0
aparência,0
teoricamente,0
angústia,0
repousado,0
plantio,0
compacidade,0
internar,0
repentinamente,0
descrição,0
gradual,0
audaz,0
avultado,0
razoavelmente,1
dano,0
destilou,1
restruturar,0
encetar,0
conversa,0
defender,0
exercer,0
precito,0
ensinar,0
cópula,1
concluir,0
ideia,0
reduto,0
ampliado,0
indizível,0
misturar,0
comensurar,0
viver,0
abundar,0
subsídio,0
arrojado,0
inesquecível,0
suprimento,0
realeza,1
esbarrão,0
desgostosamente,0
resgatar,1
perfeita,0
parecido,0
invariável,0
jurisdição,0
tocar,0
representar,0
mando,0
maquia,0
assecla,0
profundamente,0
frouxo,0
cenográfico,0
difere,1
memoroso,0
fantasiavam,1
aumentado,0
compatível,0
lento,0
condensar,0
lutar,0
reconquistar,0
recinto,0
pousar,0
sem,0
fale,1
esdrúxulo,0
irmanar,0
junção,0
imortalidade,1
sugestão,0
filmadora,0
universal,0
individualmente,1
faustoso,0
hegemônico,0
sedimento,1
medicamentoso,0
setor,0
submergido,0
acabar,0
enfear,0
desejo,0
mostra,1
gravaram,0
unicamente,1
cooperação,0
prazenteiramente,0
infiltrar,0
acrescido,0
desfigurar,0
sóbria,1
remodelar,0
sofisticar,0
geral,0
macrobia,0
vazão,1
imprevisto,0
desagradável,0
horrível,0
memorização,0
derrotável,0
voltado,0
intolerante,0
acaso,0
admiradores,0
formidável,0
justificar,0
homogeneizar,0
terapêuticas,0
decreto,0
salvamento,0
tumbas,1
lecionava,1
cuidadosamente,0
pasmoso,0
batalhavam,1
propagar,1
benéfico,0
zênite,0
fortalecer,0
reconhecença,0
formular,0
gorducho,0
elaboraram,1
exíguo,0
estatelar,0
produzir,0
lidar,1
início,0
torcedores,1
estatelado,0
avançado,0
choque,0
recopilação,0
potenciar,0
freqüente,0
trancas,1
afirma,0
remedar,0
tormento,0
conquistas,0
improváveis,1
casual,0
novato,1
arruinar,0
rotação,0
cavoucar,0
aterrorizante,1
participava,0
erradamente,0
tópico,0
redigir,0
sinais,0
instabilidade,0
contador,0
escassos,1
escavando,1
insuficiência,0
permanentemente,0
autogoverno,0
praticantes,0
auditagem,0
pele,0
infelicidade,0
destacado,0
deformidade,0
asseguro,0
forasteiro,0
inutilmente,1
balsâmica,0
dificilmente,1
potente,1
propagam,1
