text,type,year
"Considerando o crescente endividamento do Município, demonstrando uma baixa capacidade de honrar com os compromissos de curto prazo, visto que o Passivo Circulante cresceu 16,58%, passando de R$ 18.980.930,27 (2015) para R$ 22.127.22,82 (2016), ponto 3.2 do Relatório de Auditoria;",Considerandos,2016
"Considerando que durante todo o exercício financeiro auditado a Prefeitura extrapolou o limite legal de gastos com pessoal, apresentando comprometimento de sua RCL da ordem de 89,37%, 86,55% e 86,39% entre o primeiro e o terceiro quadrimestre, respectivamente, descumprindo o art. 20, inciso III, alínea ""b"", da LRF;",Considerandos,2016
"Considerando que os repasses dos duodécimos para o Poder Legislativo dos meses de janeiro a abril não foram repassados de forma integral até o dia 20 de cada mês, e o de novembro de 2016 foi repassado somente após o dia 20, em desacordo com o § 2°, inciso II, do art. 29-A, da Constituição Federal, ponto 4 do Relatório de Auditoria;",Considerandos,2016
"Considerando que restou evidenciado no Relatório de Auditoria, que, ao final do exercício de 2016, a disponibilidade de caixa líquida foi negativa em R$ 16.651.615,38, e, mesmo diante desse cenário, o Município de Palmeirina contraiu despesas novas, despesas essas que deveriam ter sido evitadas, nos dois últimos quadrimestres do exercício em tela, no montante de R$ 676.064,29, em desacordo com o art. 42, da LRF, ponto 5.4 do Relatório de Auditoria;",Considerandos,2016
"Considerando o Processo das Contas de Gestão do Instituto de Previdência dos Servidores Públicos de Palmeirina – TCE-PE n° 17100328-7 – Acórdão T.C. n° 548/18, julgado irregular, apresentou entre as consideranda a ausência de recolhimento das contribuições previdenciárias para o RPPS, ponto 8.3 do Relatório de Auditoria, nos seguintes termos: “CONSIDERANDO o não repasse das contribuições previdenciárias de forma tempestiva e integral ao RPPS, não sendo repassado da contribuição retida dos servidores – R$ 43.621,16 (6,50% do total retido), e também não repassado da contribuição patronal – R$ 176.357,57 (15,18% do total devido), apesar da cobrança administrativa feita pela Gestora do RPPS, sob responsabilidade da Prefeitura, item 2.1.2 do Relatório de Auditoria”;",Considerandos,2016
"Considerando a ausência de recolhimento de R$ 43.388,39 da contribuição retida dos servidores, equivalente a 12,76%, e de R$ 708.045,58 da contribuição patronal, equivalente a 82,32%, para o RGPS, ponto 3.4.2 do Relatório de Auditoria;",Considerandos,2016
Considerando as súmulas n°s 07 e 08 exaradas pelo TCE-PE;,Considerandos,2016
"Considerando o Processo TCE-PE nº 1730021-6 – Acórdão TC n° 1039/17, em sede de Gestão Fiscal referente ao exercício de 2016, julgado irregular com aplicação de multa;",Considerandos,2016
"Considerando as deficiências no Portal da Transparência da Prefeitura Municipal de Palmeirina, O Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Crítico”, conforme aplicação de metodologia de levantamento do ITMPE, item 9.1 do Relatório de Auditoria;",Considerandos,2016
Considerando os termos do Relatório de Auditoria (doc. 61) e os argumentos constantes na defesa apresentada (doc. 72);,Considerandos,2016
"Considerando que a Prefeitura cumpriu os limites constitucionais e legais, conforme evidencia o quadro demonstrativo constante no Relatório de Auditoria e no Inteiro Teor da presente Deliberação;",Considerandos,2016
Considerando que as irregularidades apontadas pela auditoria ensejam determinações para que não voltem a se repetir em futuros exercícios;,Considerandos,2016
Considerando o Relatório de Auditoria e a peça de defesa apresentada;,Considerandos,2016
"Considerando a ausência de recolhimento de R$ 510.986,58, a título de obrigação patronal, equivalente a 55,06% do total devido, bem como a ausência de recolhimento da contribuição retida dos servidores no valor de R$ 46.901,23, equivalente a 12,35% do total retido, ao RGPS, item  3.4.2 do Relatório de Auditoria;",Considerandos,2016
"Considerando que a Prefeitura Municipal de Santa Cruz ao não repassar R$ 598.696,92 da contribuição patronal devida, representando um percentual não repassado de 46,74%, para o RPPS, item 8.3 do Relatório de Auditoria, contribuiu para o aumento no déficit atuarial do RPPS, item 8.2 do Relatório de Auditoria;",Considerandos,2016
"COnsiderando que a não adoção das alíquotas previdenciárias, nos termos sugeridos no Parecer elaborado no Demonstrativo da Reavaliação Atuarial, item 8.4 do Relatório de Auditoria, contribuiu para o aumento do déficit atuarial do RPPS, item 8.2 do Relatório de Auditoria;",Considerandos,2016
COnsiderando as Súmulas n°s 07 e 08 exaradas pelo TCE-PE;,Considerandos,2016
"Considerando que o Município de Santa Cruz aplicou nas Ações e Serviços Públicos na área da Saúde apenas 14,26%, em desacordo com o art. 7° da Lei Complementar Federal n° 141/2012 que determina a aplicação mínima de 15,00%, item 7.1 do Relatório de Auditoria;",Considerandos,2016
"Considerando que restou evidenciado no Relatório de Auditoria, que, ao final do exercício de 2016, a disponibilidade de caixa líquida dos Recursos não Vinculados foi negativa em R$ 311.064,67, item 3.4.1 do Relatório de Auditoria, e, mesmo diante desse cenário, o Município de Santa Cruz contraiu despesas novas, despesas essas que deveriam ter sido evitadas, nos dois últimos quadrimestres, do exercício em tela, no montante de R$ 81.328,00, em desacordo com o art. 42, da LRF, item 5.4 do Relatório de Auditoria;",Considerandos,2016
"Considerando que as ações/omissões referenciadas na irregularidade relatada nos itens 3.4.2, 5.4 e 8.3 do Relatório de Auditoria configuram fortes indícios de incursão nos arts. 10 e 11 da Lei Federal nº 8.429/92, determino a aposição de nota de improbidade administrativa;",Considerandos,2016
"Considerando as deficiências no Portal da Transparência da Prefeitura Municipal de Santa Cruz. O Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Insuficiente”, conforme aplicação de metodologia de levantamento do ITMPE, item 9.1 do Relatório de Auditoria;",Considerandos,2016
"Considerando que o município não tem capacidade de honrar imediatamente seus compromissos de curto prazo, a demonstrar que o ente gastou mais do que poderia quitar, evidenciando, assim, manifesto mau planejamento governamental;",Considerandos,2016
"Considerando  ultrapassado o limite de gastos da dtp previsto na lrf, alcançando 59,43%, 55,69% e 58,77% no 1º, 2º e 3º quadrimestres do exercício financeiro de 2016, respectivamente;",Considerandos,2016
"Considerando que a dtp ultrapassou o limite durante todo o exercício, sem que se ordenasse ou promovesse, em forma e prazos da lrf, execução de medida à redução do seu montante ao teto legal máximo, restando caracterizada infração administrativa prevista no inciso iv do art. 5º, da lei nº 10.028/00, lei de crimes fiscais, nos termos do art. 5º da mesma lei e do art. 74 da lotce-pe;",Considerandos,2016
"Considerando a ausência de registro em conta redutora de provisão para perdas de dívida ativa, a evidenciar, no balanço patrimonial, situação incompatível com a realidade;",Considerandos,2016
"Considerando a não utilização no exercício de recursos recebidos do fundeb, deixando para o seguinte 38,30% dos recursos anuais do fundo, percentual superior ao teto máximo previsto legalmente (5%), a evidenciar falta de investimento adequado no exercício;",Considerandos,2016
"Considerando a ausência de elaboração de avaliação atuarial para revisão do plano de custeio e benefícios relativa ao ano base objeto desta prestação de contas, a impossibilitar o conhecimento da situação atuarial do rpps;",Considerandos,2016
"Considerando a não disponibilização integral à sociedade, pelo executivo municipal, do conjunto de informações exigido na lrf, na lc nº 131/09, na lei nº 12.527/11 (lai) e na cr, a apresentar nível de transparência “crítico”, conforme aplicação de metodologia de levantamento do itmpe (pontuação 46,50);",Considerandos,2016
"Considerando, inclusive, ensejado referido índice julgamento pela irregularidade da gestão fiscal no exercício de 2016, inclusive com aplicação de multa ao prefeito (processo tce-pe nº 1621059-1, rel. cons. dirceu rodolfo de melo júnior);",Considerandos,2016
Considerando que o presente processo trata de auditoria realizada nas contas de governo;,Considerandos,2016
Considerando o Relatório de Auditoria elaborado pela Gerência de Contas de Governos Municipais-GEGM;,Considerandos,2016
Considerando os termos das defesas apresentadas pelos interessados;,Considerandos,2016
"Considerando que a Sra. Carolina Nascimento Magalhães Lyra de Assunção assumiu a gestão municipal apenas nos últimos 24 dias do exercício, não havendo lapso temporal suficiente para a implementação das mudanças necessárias;",Considerandos,2016
"Considerando a reiterada extrapolação do limite de Despesa Total com Pessoal durante todo o exercício financeiro, tendo alcançado o percentual de 60,06% da Receita Corrente Líquida do Município ao término do 3º quadrimestre de 2016, contrariando o artigo 20, inciso III, alínea ""b"", da Lei de Responsabilidade Fiscal;",Considerandos,2016
"Considerando que o desenquadramento ocorreu desde o 2º quadrimestre de 2014, não tendo o interessado logrado êxito na recondução ao limite legal, no prazo estabelecido no art. 23, c/c o art. 66 da LRF;",Considerandos,2016
"Considerando as contribuições patronais devidas ao RGPS e não recolhidas (R$ 462.693,02), atingindo 10,30% do montante devido;",Considerandos,2016
"Considerando o recolhimento parcial das contribuições descontadas dos servidores, devidas ao RGPS, deixando de ser repassado o valor de R$ 146.163,48, equivalente a 8,24% do total retido;",Considerandos,2016
"COnsiderando a ausência de repasse de contribuições descontadas dos servidores para o RPPS, no valor de R$ 602.209,33, correspondendo a 18,77% do montante retido no exercício;",Considerandos,2016
"Considerando as contribuições patronais devidas ao RPPS e não recolhidas (R$ 2.082.504,90), atingindo 32,69% do montante devido;",Considerandos,2016
COnsiderando o teor das Súmulas nº 08 e nº 12 deste Tribunal;,Considerandos,2016
"Considerando a aplicação de apenas 15,79% da receita vinculável na manutenção e desenvolvimento do ensino, abaixo do limite mínimo exigido pelo art. 212 da Constituição Federal;",Considerandos,2016
"Considerando que a aplicação de recursos em ações e serviços públicos de saúde atingiu o percentual de 12,26%, descumprindo o limite mínimo estabelecido no art. 7º da Lei Complementar nº 141/2012;",Considerandos,2016
"Considerando que o Executivo Municipal apresentou nível de transparência classificado como Crítico, conforme aplicação da metodologia de levantamento do ITMPE, demonstrando o desinteresse em colaborar, de forma efetiva, com o exercício do controle social, pela não observância das normas constitucionais e legais atinentes à matéria;",Considerandos,2016
"Considerando o descumprimento do limite mínimo de aplicação de 25% das receitas de impostos na manutenção e desenvolvimento do ensino estabelecido no art. 212 da Constituição Federal, na medida em que foi constatada a aplicação de 23,21%;",Considerandos,2016
"Considerando a ausência de recolhimento de contribuições previdenciárias ao RGPS no montante de R$ 1.934.207,58, representando 92,62% das contribuições devidas (R$ 2.088.135,91), repercutindo diretamente no equilíbrio financeiro do regime previdenciário e das contas públicas, ao aumentar o passivo do Município, além de comprometer gestões futuras, que terão de arcar não apenas com as contribuições ordinárias, como também com a amortização, normalmente de longo prazo, de dívidas deixadas por administrações passadas;",Considerandos,2016
"Considerando a ausência de recolhimento de contribuições previdenciárias ao RPPS no montante de R$ 358.223,83, representando 18,38% das contribuições devidas (R$ 1.948.630,08), repercutindo diretamente no equilíbrio financeiro do regime previdenciário e das contas públicas, ao aumentar o passivo do Município, além de comprometer gestões futuras, que terão de arcar não apenas com as contribuições ordinárias, como também com a amortização, normalmente de longo prazo, de dívidas deixadas por administrações passadas;",Considerandos,2016
"Considerando que o Poder Executivo Municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “crítico”, conforme aplicação de metodologia de levantamento do ITMPE;",Considerandos,2016
Considerando a abertura de créditos adicionais sem autorização legislativa;,Considerandos,2016
Considerando o Relatório de Auditoria e a peça de defesa apresentada;,Considerandos,2016
"Considerando o déficit de execução orçamentária da ordem de R$ 43.206.710,27, a significar a realização de despesa em volume superior às receitas arrecadadas, item 2.4 do Relatório de Auditoria;",Considerandos,2016
"Considerando que o Prefeito contribuiu para a geração do déficit orçamentário supracitado, uma vez que: a)autorizou despesas orçamentárias em patamares superiores ao devido, graças a não anulação das dotações indicadas como fontes de créditos adicionais; b) as receitas orçamentárias foram superestimadas, resultando em frustração da arrecadação;",Considerandos,2016
"Considerando que no 3° quadrimestre do exercício financeiro de 2016 a Prefeitura extrapolou o limite legal de gastos com pessoal, apresentando comprometimento de sua RCL da ordem de 57,88%, percentual esse bem acima do que foi publicado no RGF do 3° quadrimestre do Município que foi de 52,28%, descumprindo, assim, o art. 20, inciso III, alínea b, da LRF, item 5.1 do Relatório de Auditoria, reincidente, visto que ultrapassou no exercício de 2015, quando atingiu o percentual de 61,31%;",Considerandos,2016
"Considerando que restou evidenciado no Relatório de Auditoria que, ao final do exercício de 2016, a disponibilidade de caixa líquida dos Recursos não Vinculados foi negativa em R$ 22.975.549,78, item 3.4.1 do Relatório de Auditoria, e, mesmo diante desse cenário, o Município do Paulista contraiu despesas novas, despesas essas que deveriam ter sido evitadas, nos dois últimos quadrimestres do exercício em tela, no montante de R$ 611.377,48, em desacordo com o art. 42, da LRF, item 5.4 do Relatório de Auditoria;",Considerandos,2016
"Considerando que o Município do Paulista aplicou na Manutenção e Desenvolvimento do Ensino apenas 24,23%, em desacordo com o art. 21 da Constituição Federal, que determina a aplicação mínima de 25,00%, item 6.1 do Relatório de Auditoria;",Considerandos,2016
"Considerando que as ações/omissões referenciadas na irregularidade relatada nos itens 5.4 e 6.1 do Relatório de Auditoria configuram fortes indícios de incursão no art. 11 da Lei Federal nº 8.429/92, determino a aposição de nota de improbidade administrativa;",Considerandos,2016
"Considerando as deficiências no Portal da Transparência da Prefeitura Municipal do Paulista. O Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Crítico”, conforme aplicação de metodologia de levantamento do ITMPE, item 10.1 do Relatório de Auditoria;",Considerandos,2016
"Considerando o Processo TCE-PE nº 1620974-6 – Acórdão TC n° 0640/17, Gestão Fiscal da Prefeitura Municipal do Paulista, julgado irregular, com aplicação de multa, por ter apresentado um índice crítico de transparência, já transitado em julgado, visto que o Embargo de Declaração – Processo TCE-PE n° 1727633-0 – Acórdão TC n° 0340/18, foi desprovido, e o Recurso Ordinário – Processo TCE-PE n° 1855166-0 – Acórdão TC n° 1529/18, também foi desprovido no mérito, mantendo-se, in totum, o Acórdão TC n° 0640/17;",Considerandos,2016
"Considerando que, apesar de devidamente notificado, o interessado deixou transcorrer in albis o prazo para apresentação de defesa;",Considerandos,2016
"Considerando que o presente processo trata de auditoria realizada nas contas de Governo, compreendendo primordialmente a análise de atos que expressam a atuação governamental;",Considerandos,2016
Considerando os termos do Relatório de Auditoria;,Considerandos,2016
"Considerando que houve a extrapolação expressiva ao limite de gastos com pessoal, 54% da Receita Corrente Líquida – RCL, no final do exercício de 2016, pois o percentual atingiu 64,48% da RCL, o que viola a Constituição Federal, artigos 37 e 169, e a Lei de Responsabilidade Fiscal, artigos 19 e 20;",Considerandos,2016
"Considerando a assunção de obrigação nos dois últimos quadrimestres do último ano do mandato, sem contrapartida suficiente de disponibilidade de caixa, em oposição ao artigo 42, LRF;",Considerandos,2016
"Considerando a realização de despesas com recursos do FUNDEB sem lastro financeiro, em desacordo ao que estabelece o artigo 212 da Constituição Federal e o artigo 21 da Lei Federal nº 11.494/2007;",Considerandos,2016
"Considerando a omissão do Chefe do Executivo no recolhimento de contribuições previdenciárias devidas ao Regime Geral de Previdência Social, no montante de R$ 10.699.608,86, sendo R$ 10.305.999,42 relativo à parte patronal e R$ 393.609,44 descontados dos servidores, o que afronta os Princípios Expressos da Administração Pública e o dever de contribuir para seguridade social – Constituição da República, artigos 37, 70, 195 e 201, bem assim Lei Federal nº 9.717/08, artigos 1º ao 3º, e Portaria MPS n° 403/08, artigo 26, Lei Federal nº 8.212/91, artigo 87, e Lei de Responsabilidade Fiscal, artigo 69, sendo essa infração relativa à parte dos segurados um forte indício da prática de conduta típica de omissão de recolhimento de contribuições previdenciárias dos segurados, conforme ditame do Código Penal, artigo 168-A, e jurisprudência pacífica do Superior Tribunal de Justiça;",Considerandos,2016
"Considerando a insuficiente transparência do Poder Executivo no exercício financeiro de 2016, uma vez que a Prefeitura não disponibilizou na internet informações obrigatórias sobre orçamento e gestão, destoando da Lei Maior, artigos 1º, 5º, XXXI, 37, 70 e 71, bem como da Lei de Acesso à Informação, Lei nº 12.527/2011, artigo 9º, da LRF, arts. 23, 48 e 73-C, e do Decreto nº 7.185/2010, artigos 2º e 7º;",Considerandos,2016
"Considerando que a transparência da gestão é importante requisito para o exercício da cidadania, cabendo ao gestor fornecer à população, no mínimo, as informações exigidas por lei, enquanto que, a despeito deste princípio/regra, o registro da auditoria é no sentido de não implantação do serviço de informações ao cidadão (art. 9º da Lei nº 12.527/2011); e entrega com atraso dos Módulos de Pessoal e de Execução Orçamentária do SAGRES, em desconformidade com o art. 2° da Resolução TC n° 20/2013 e com os artigos 1º, §§ 2º, 3º e 4º, da Resolução TC          nº 19/2013;",Considerandos,2016
"Considerando que os demais achados apontados pela auditoria, apesar de não ensejarem a emissão de Parecer Prévio pela rejeição das contas, requerem a emissão de determinações para que não voltem a se repetir em exercícios futuros;",Considerandos,2016
"Considerando o disposto nos artigos 70 e 71, inciso I, combinados com o artigo 75 da Constituição Federal,",Considerandos,2016
Considerando o Relatório de Auditoria e a peça de defesa apresentada;,Considerandos,2016
"Considerando que o Prefeito não solicitou autorização para o Poder Legislativo para ultrapassar o limite máximo de 20,00% para emissão de créditos adicionais (suplementares), visto que alterou o orçamento em 36,00%, em desacordo com os incisos VI e VII, do art. 167, da Constituição Federal, irregularidade essa que foi tipificada como crime de responsabilidade nos termos do art. 42 da Lei Federal 4.320/64, item 2.3 do Relatório de Auditoria;",Considerandos,2016
"Considerando que no 1°, 2° e 3° quadrimestres do exercício em análise a Prefeitura extrapolou o limite legal de gastos com pessoal, apresentando comprometimento de sua RCL da ordem de 60,55%, 60,84% e 66,48%, respectivamente, descumprindo, assim, o art. 20, inciso III, alínea b da LRF, item 5.1 do Relatório de Auditoria, reincidente, visto que também extrapolou no 3° quadrimestre do exercício de 2015, quando atingiu 59,49%;",Considerandos,2016
"Considerando o Processo TCE-PE Nº 1860005-0 – Acórdão TC n° 0387/19, em sede de Gestão Fiscal referente ao exercício de 2016, julgado irregular, com aplicação de multa;",Considerandos,2016
"Considerando que ao não repassar R$ 22.519,50 da contribuição retida dos servidores e R$ 347.666,48 da contribuição patronal devida, para o RPPS, item 8.3 do Relatório de Auditoria, o Município contribuiu para o incremento dos deficits financeiro e atuarial do RPPS, itens 8.1 e 8.2 do Relatório de Auditoria;",Considerandos,2016
COnsiderando as Súmulas n°s 07 e 08 exaradas pelo TCE-PE;,Considerandos,2016
"Considerando as deficiências no Portal da Transparência da Prefeitura Municipal de Bom Jardim. O Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Insuficiente”, conforme aplicação de metodologia de levantamento do ITMPE, item 9.1 do Relatório de Auditoria;",Considerandos,2016
"Considerando que as ações/omissões referenciadas na irregularidade relatada nos itens 2.3, 5.4 e 8.3 do Relatório de Auditoria configuram fortes indícios de incursão nos arts. 10 e 11 da Lei Federal nº 8.429/92, determino a aposição de nota de improbidade administrativa;",Considerandos,2016
"Considerando que restou evidenciado no Relatório de Auditoria, que, ao final do exercício de 2016, a disponibilidade de caixa líquida dos Recursos não Vinculados foi negativa em R$ 5.750.877,69, item 3.4.1 do Relatório de Auditoria, e, mesmo diante desse cenário, o Município de Bom Jardim contraiu despesas novas, despesas essas que deveriam ter sido evitadas nos dois últimos quadrimestres do exercício em tela, no montante de R$ 591.570,00, em desacordo com o art. 42, da LRF, item 5.4 do Relatório de Auditoria;",Considerandos,2016
"Considerando que durante os três quadrimestres do  exercício de 2016 a despesa total com pessoal esteve muito acima do limite de 54% da receita corrente líquida para as despesas com pessoal do Poder Executivo Municipal estabelecido no art. 20, inciso III, alínea “b” da Lei de Responsabilidade Fiscal, situação também ocorrida desde o 1º quadrimestre de 2014, caracterizando o descumprimento do art. 23 da LRF na medida em que não houve a adoção de medidas para redução do excesso da despesa total com pessoal no período;",Considerandos,2016
"Considerando o descumprimento do limite mínimo de aplicação de 15% das receitas de impostos em ações e serviços públicos de saúde estabelecido no art. 198, § 2º, III da Constituição Federal c/c o art. 7º da Lei Federal nº 141/2012, na medida em que foi constatada a aplicação de 14,28%;",Considerandos,2016
"Considerando que o Poder Executivo Municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Insuficiente”, conforme aplicação de metodologia de levantamento do ITMPE;",Considerandos,2016
Considerando o Relatório de Auditoria e a peça de defesa apresentada;,Considerandos,2016
"Considerando que ao não repassar ao RGPS R$ 255.283,67 das contribuições previdenciárias, parte patronal devida e parte da contribuição retida dos servidores, item 3.4.2 do Relatório de Auditoria, o Prefeito contribuiu para a piora na capacidade de pagamento imediata do Município, item 3.2 do Relatório de Auditoria;",Considerandos,2016
"Considerando o não repasse de R$ 74.402,70 da contribuição descontada dos servidores, equivalente a 7,76%, a configurar apropriação indébita nos termos do art. 168-A, § 1°, inciso I, do Código Penal, e R$ 180.880,97 da contribuição patronal devida, equivalente a 6,24%, para o RGPS, item 3.4.2 do Relatório de Auditoria;",Considerandos,2016
"Considerando o não repasse de R$ 475.296,75 da contribuição patronal devida, equivalente a 11,89%, para o RPPS, item 8.3 do Relatório de Auditoria;",Considerandos,2016
"COnsiderando as Súmulas n°s 07, 08 e 12 exaradas pelo TCE-PE;",Considerandos,2016
"Considerando que nos 1°, 2° e 3° quadrimestres, do exercício em análise, a Prefeitura extrapolou o limite legal de gastos com pessoal, apresentou comprometimento de sua RCL da ordem de 62,73%, 63,56% e 61,65%, respectivamente, descumprindo, assim, o art. 20, inciso III, alínea b da LRF, item 5.1 do Relatório de Auditoria, reincidente, visto que também extrapolou no 3° quadrimestre do exercício de 2015, quando atingiu 62,62%;",Considerandos,2016
"Considerando o Processo TCE-PE n° 1730034-4 – Acórdão TC n° 1357/17, em sede de Gestão Fiscal referente ao exercício de 2016, julgado irregular, com aplicação de multa, já transitado em julgado, que foi objeto de Recurso Ordinário, Processo TCE-PE n° 185639-2 – Acórdão TC n° 0230/18, desprovido e mantido incólume o acórdão guerreado;",Considerandos,2016
"Considerando que restou evidenciado no Relatório de Auditoria, que, ao final do exercício de 2016, a disponibilidade de caixa líquida dos Recursos não Vinculados foi negativa em R$ 10.227.845,33, item 3.4.1 do Relatório de Auditoria, e, mesmo diante desse cenário, o Município de Água Preta contraiu despesas novas, despesas essas que deveriam ter sido evitadas nos dois últimos quadrimestres do exercício em tela, no montante de R$ 438.863,00, em desacordo com o art. 42, da LRF, item 5.4 do Relatório de Auditoria;",Considerandos,2016
"Considerando que a alíquota patronal adotada pelo Município é inferior ao que determina o art. 2°, da Lei Federal nº 9.717/98 – Norma Geral, visto que foi adotado 9,58% quando deveria ter sido adotado no mínimo 11,00%, item 8.4 do Relatório de Auditoria; ",Considerandos,2016
"Considerando as deficiências no Portal da Transparência da Prefeitura Municipal de Água Preta. O Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na LRF, na Lei Complementar nº 131/2009, na Lei nº 12.527/2011 (LAI) e na Constituição Federal, apresentando nível de transparência “Crítico”, conforme aplicação de metodologia de levantamento do ITMPE, item 9.1 do Relatório de Auditoria;",Considerandos,2016
"Considerando que as ações/omissões referenciadas na irregularidade relatada nos itens 3.4.2, 5.4 e 8.3 do Relatório de Auditoria configuram fortes indícios de incursão nos arts. 10 e 11 da Lei Federal nº 8.429/92, determino a aposição de nota de improbidade administrativa;",Considerandos,2016
Considerando os termos do Relatório de Auditoria (doc. 67) e da defesa apresentada (doc. 77);,Considerandos,2016
"Considerando que o Município de São José da Coroa Grande aplicou o percentual de 23,71% das receitas resultantes de impostos, incluindo as transferências estaduais e federais na manutenção e desenvolvimento do ensino, contrariando o disposto no artigo 212, caput, da Constituição Federal;",Considerandos,2016
Considerando que o limite mínimo de aplicação de recursos na manutenção e desenvolvimento do ensino não vem sendo cumprido pela Prefeitura Municipal de São José da Coroa Grande desde o exercício de 2013;,Considerandos,2016
"Considerando que, como agravante do descumprimento do limite de aplicação de recursos na manutenção e desenvolvimento do ensino, observou-se que as metas estabelecidas pelo MEC não foram alcançadas entre os períodos de 2009 e 2015 para o IDEB I, assim como desde o exercício de 2011 não foram alcançadas para o IDEB II;",Considerandos,2016
"Considerando que não foi recolhido ao RGPS o montante de R$ 679.130,73, sendo esta soma composta de R$ 195.679,13, referentes a contribuições retidas dos servidores, e do valor de R$ 483.451,60, relativo à contribuição patronal, em descumprimento às normas correlatas;",Considerandos,2016
"Considerando que não foi recolhido ao RPPS o montante de R$ 680.067,92, sendo R$ 161.619,99 referentes à contribuição dos servidores e R$ 518.447,93 concernentes à parte  patronal, contrariando a Lei Municipal no 711/05 e posteriores alterações;",Considerandos,2016
"Considerando a ausência de recolhimento ao RPPS de contribuição patronal suplementar ou decorrente de parcelamento ou de aporte para amortização de déficit atuarial, assim como de encargos legais decorrentes de pagamentos em atraso das contribuições previdenciárias devidas ao RPPS, contrariando o preceituado no §6o do art. 57 da Lei Municipal no 711/2005;",Considerandos,2016
"Considerando que a alíquota patronal suplementar não foi a sugerida na avaliação atuarial, a qual corresponde a percentual que conduziria o RPPS a uma situação de equilíbrio atuarial, posto que a alíquota de contribuição normal patronal e a suplementar adotada pelo ente correspondeu a 15,38%, quando, no entanto, o somatório dos percentuais de ambas as contribuições sugeridas pela avaliação atuarial representou 18,00%;",Considerandos,2016
"Considerando que foram contraídas nos dois últimos quadrimestres do exercício despesas novas, em desobediência ao art. 42 da LRF, comprometendo a situação financeira municipal e prejudicando a gestão que lhe sucederá;",Considerandos,2016
"Considerando as falhas de controle constatadas, desde o planejamento governamental à execução orçamentária e financeira, contrariando as normas de controle orçamentário, financeiro e patrimonial, em especial os artigos 85 e 89 da Lei Federal no 4.320/64;",Considerandos,2016
"Considerando que, de forma repetida, o Poder Executivo municipal não disponibilizou integralmente para a sociedade o conjunto de informações exigido na Lei de Responsabilidade Fiscal (LRF), na Lei Complementar no 131/2009, na Lei no 12.527/2011 (Lei de Acesso à Informação - LAI) e na Constituição Federal, apresentando nível de transparência “Insuficiente”, conforme aplicação de metodologia de levantamento do Índice de Transparência dos Municípios de Pernambuco (ITM-PE);",Considerandos,2016
Considerando que as irregularidades apontadas pela auditoria também ensejam determinações para que não voltem a se repetir em futuros exercícios;,Considerandos,2016
"CONSIDERANDO que o presente processo se refere às contas de governo, instrumento através do qual o Chefe do Poder Executivo de qualquer dos entes da federação expressa os resultados da atuação governamental no exercício financeiro respectivo, apresentadas na forma de contas globais que refletem a situação das finanças da unidade federativa, revelando o planejamento governamental, a política fiscal e previdenciária, demonstrando os níveis de endividamento, o atendimento ou não aos limites previstos para a saúde, educação, despesa com pessoal e repasse ao legislativo, bem como o atendimento ou não das normas que disciplinam a transparência da administração pública;",Considerandos,2016
CONSIDERANDO os termos do Relatório de Auditoria;,Considerandos,2016
"CONSIDERANDO que, não obstante ter sido devidamente notificado por este Tribunal de Contas, nos termos de sua Lei Orgânica e de seu Regimento Interno, o interessado não apresentou qualquer contestação acerca dos apontamentos técnicos registrados no Relatório de Auditoria;",Considerandos,2016
"CONSIDERANDO a situação de desequilíbrio dos gastos do município no exercício de 2016, com a ocorrência de déficit orçamentário no montante de R$ 686.141,15;",Considerandos,2016
"CONSIDERANDO que as informações que integram o Balanço Patrimonial evidenciam um déficit financeiro de R$ 3.937.689,71;",Considerandos,2016
CONSIDERANDO a ausência de arrecadação de créditos inscritos em dívida ativa;,Considerandos,2016
"CONSIDERANDO que o Município não tem capacidade de honrar imediatamente seus compromissos de curto prazo. ou no curto prazo de até 12 meses, apresentando índices de liquidez imediata (0,43) e de liquidez corrente (0,43), respectivamente, que demonstram uma deterioração na capacidade de pagamento destes compromissos;",Considerandos,2016
